,nativeStatusCode,SumOfpercentCover,rootCcontent,rootNcontent,rootCNratio,mycorrhizaIntensity,rootDiameter,SRL,RMF,rootingDepth,rootTissueDensity
Sibbaldia_procumbens,N,0.666666667,,15.54048631,28.07178519,62,2.549257536,128.1099999,,18.33333334,
Veronica_arvensis,I,0.5,525.7771588,,0.428914256,99,1.326191621,,0.281239121,,
Arctostaphylos_patula,N,19.75,,,,99,1.449215089,,,133.9999999,
Corylus_cornuta,N,95.65151515,,20.44802972,,99,,203.1347483,,4.663285714,
Carex_duriuscula,N,3.378571429,529.6233761,,,14,0.378043535,98.77249995,,35.06222223,
Carex_blanda,N,2.545658263,,38.79868213,,11,0.328111757,580.6286723,,293.0630622,
Carex_laxiflora,N,2,,38.79868213,,11,0.328111757,580.6286723,,293.0630622,
Carex_brunnescens,N,2.608333333,501.8481847,30.13879344,,13,0.239663221,472.3422103,,130.5751295,
Anemone_canadensis,N,2.183333333,,,,99,2.391490041,830.270206,,,
Carex_stipata,N,1.75,475.565959,22.16138941,8.368066388,13,0.27597388,439.7143303,,136.8205765,
Carex_chordorrhiza,N,0.5,494.364985,30.32838563,,13,0.1338,475.0649802,,137.6787924,
Epilobium_brachycarpum,N,0.5,408.3654018,10.95816315,37.63792894,99,2.533764389,81.71053254,,,
Carex_heteroneura,N,1.25,,39.21616353,,11,0.368549086,580.3354816,,282.2022892,
Carex_arctata,N,1.516666667,,39.25805032,,10,0.372364459,580.3054493,,280.9192814,
Carex_debilis,N,2,,39.25805032,,10,0.372364459,580.3054493,,280.9192814,
Carex_gracillima,N,2.180555556,,39.25805032,,10,0.372364459,580.3054493,,280.9192814,
Cornus_nuttallii,N,6.333333333,,,,99,,777.279491,,,
Chloris_barbata,N,17.33333333,,,,99,0.916209346,,,,
Vaccinium_arboreum,N,4.702536232,,,,99,0.68988605,,,654.5115535,
Vaccinium_stamineum,N,5.652777778,,,,99,0.68988605,,,654.5115535,
Carex_vaginata,N,0.5,507.4114422,37.23370874,,11,0.1155,581.6467836,,301.7111627,
Solanum_elaeagnifolium,N,1.016666667,,,,99,0.91860117,905.5677793,,111.5900001,
Pinus_flexilis,N,2,,,,37,1.501616286,184.4975088,,,
Arctostaphylos_nevadensis,N,26,,,,99,1.799190073,,,,
Arctostaphylos_viscida,N,4.625,,,,99,1.799190073,,,,
Quercus_muehlenbergii,N,15.8125,,35.33967691,,99,0.974421647,159.1126549,,,
Geranium_caespitosum,N,0.5,419.6006014,6.611015205,63.46991928,99,0.774858832,10.65348059,0.712914684,62.96659994,
Sporobolus_compositus,N,3.165884354,,,,99,1.261943786,600.8882057,,68.07200006,
Calliandra_eriophylla,N,5.890625,,,0.197802763,99,,109.5716183,0.162960256,,
Bouteloua_hirsuta,N,4.550252525,,,,99,1.01806435,713.1226578,,,
Prunus_virginiana,N,2.519230769,,,,60,0.356,53.49628021,,102.1080001,
Carex_pensylvanica,N,8.514455782,526.7039904,,,10,0.290816105,580.9670502,,61.26479999,
Potentilla_gracilis,N,2.75,,,,99,0.39876,90.65356988,,67.74376831,
Carex_crinita,N,6.05,482.5864018,9.558595708,49.69930585,20,0.409842204,46.63784138,0.44,214.1910957,
Solanum_dimidiatum,N,1,,,,99,0.96483625,883.6313914,,,
Amaranthus_dubius,N,6,,,179.3456238,99,0.401199504,,,,
Linaria_dalmatica,I,0.5,439.999809,10.01238703,43.94554542,99,,26.6097232,,,
Sporobolus_contractus,N,1.5,,,,99,1.178211621,525.8631172,,87.1,
Bouteloua_aristidoides,N,1.565674603,,,,99,0.945957471,724.5301147,,,
Carex_communis,N,1.072916667,530.4395403,,,9,0.310707582,583.5831932,,175.6642136,
Alnus_incana,N,13.38888889,523.9809911,12.79626216,45.12194533,99,,,0.28,20.19999998,
Morus_alba,I,1,,19.88799999,,50,1.177416666,,0.14,209.3214001,
Chamerion_angustifolium,N,7.62965368,452.774344,11.29821394,40.0748602,99,,295.2229489,0.238047141,28.90000002,
Chasmanthium_latifolium,N,6.246428571,,14.8750044,30.95961312,99,,38.63855354,,,
Carex_deflexa,N,0.833333333,,39.278635,,9,0.328792686,586.000878,,211.9134244,
Carex_amphibola,N,1.166666667,,37.95586963,,9,0.384209381,588.6621392,,219.7248644,
Carex_grayi,N,4.416666667,,37.95586963,,9,0.384209381,588.6621392,,219.7248644,
Carex_grisea,N,1.25,,37.95586963,,9,0.384209381,588.6621392,,219.7248644,
Carex_membranacea,N,1,,37.95586963,,9,0.384209381,588.6621392,,219.7248644,
Carex_oligocarpa,N,1.875,,37.95586963,,9,0.384209381,588.6621392,,219.7248644,
Carex_pedunculata,N,2.329444444,,37.95586963,,9,0.384209381,588.6621392,,219.7248644,
Symphoricarpos_mollis,N,2.166666667,,,,99,1.299936641,460.8409456,,,
Desmanthus_virgatus,N,4.09375,,,,99,0.896104655,308.8099516,,,
Desmanthus_cooleyi,N,2.558333333,,,,99,0.843026109,307.9718312,,140.6999999,
Poa_arctica,N,0.53125,,,8,99,1.536006224,,,7.574999997,
Panicum_anceps,N,4.041666667,,,,99,1.136177735,,,,
Panicum_hirticaule,N,1.642857143,,,,99,1.136177735,,,,
Panicum_verrucosum,N,4,,,,99,1.136177735,,,,
Carpinus_caroliniana,N,7.176470588,,,,99,0.63088125,20.89186804,,50.79999997,
Symphoricarpos_albus,N,4.3,,,,99,1.259194705,458.785033,0.455,,
Sida_spinosa,N,1,532.7783497,29.20102537,,99,0.96948774,94.09818077,,,
Vaccinium_myrsinites,N,2.435185185,,28.77269462,,99,0.620933598,,,637.0830064,
Panicum_hemitomon,N,20.5,,,,99,,793.1616986,,,
Penstemon_laxiflorus,N,2,,,,99,1.085660014,487.8244888,,417.655164,
Schedonorus_arundinaceus,I,10.05583333,506.5440361,,2.390123456,99,0.166466667,116.6661741,,137.25,
Abies_magnifica,N,8.5,459.0000005,16.00000001,,86,,113.9642334,0.373349574,,
Rhododendron_canescens,N,1.75,,32.24464115,,99,1.738378552,135.6378014,,,
Abies_concolor,N,2.125,451.0000001,16.00000001,,23,2.418928313,32.14485596,0.474426036,,
Vaccinium_pallidum,N,2.625,,9.790000004,,99,0.619866288,,,622.9391364,
Picea_rubens,N,2.9375,477.2402539,6.386666666,0.308270677,5,0.45,18.4,0.341877395,33.02000001,
Quercus_stellata,N,11.00238095,,28.97359794,,99,0.840080774,123.9423451,,,
Carex_stylosa,N,2,,36.49847103,,8,0.39805919,594.0493299,,151.2488371,
Carex_squarrosa,N,2.5,,33.49316805,,7,0.340791474,598.1003958,,167.1800399,
Leucaena_leucocephala,I,4.205731922,,19,,99,0.533333333,20.53333331,0.44,100.5000001,
Abies_amabilis,N,18.57954545,517.7549835,6.222503076,51.5,89,,59.75906525,0.1235625,222.0512055,
Symphoricarpos_orbiculatus,N,8.209625127,,,,99,1.148104954,382.8533915,,84.29333331,
Convolvulus_arvensis,I,3.0625,,12.29355575,21.11257625,47,,31.40811584,0.313451841,27.99999998,
Carex_lapponica,N,1.083333333,514.0514082,31.45165355,,10,0.1845,471.2111843,,90.58466804,
Euphorbia_heterophylla,N,6.166666667,,,,99,0.962797507,637.0305319,,,
Bidens_frondosa,N,0.5,467.290326,21.27548736,,99,0.447208262,6.707835629,,3.35,
Dalea_carnea,N,1,,,,99,1.820013734,,,,
Dalea_pinnata,N,3.416666667,,,,99,1.820013734,,,,
Bouteloua_dactyloides,N,6.863888889,480.0077557,15.93324334,,99,0.527957116,574.9821897,0.44,185.4200001,
Aristida_purpurascens,N,3.375,514.3442929,38.31798122,,99,0.980640263,372.3134554,,,
Andromeda_polifolia,N,1.504931973,,6.916666661,,52,1.057721815,,,14.40500001,
Acer_pensylvanicum,N,9.3515625,,,,99,2.031908613,607.6495319,0.20625,71.12000001,1.785901782
Juniperus_virginiana,N,0.924019608,501.1000003,7.150000003,77.11500001,99,,37.47951627,0.699719677,262.9296002,1.742019331
Apocynum_androsaemifolium,N,1.666666667,,7.939999992,212.7113069,99,0.930060883,50.66666664,,81.68640006,1.740067402
Conyza_canadensis,N,2.351293103,337.3729932,6.286576486,0.205449663,99,0.141111111,17.79374998,,18.46333332,1.724576373
Rubus_allegheniensis,N,6.465584416,341.9002104,16.29874999,14.15725703,68,0.194953059,26.21754554,,69.00999994,1.70587574
Carex_rariflora,N,2.083333333,518.7685425,29.45042105,,5,0.258473876,588.4928447,,141.0244632,1.697160494
Anemone_multifida,N,0.5,,,,99,1.732085277,676.3919624,,,1.688679113
Anemone_parviflora,N,0.5,,,,99,1.732085277,676.3919624,,,1.688679113
Rhus_aromatica,N,16.5,,30.23685071,,99,,,,,1.687810415
Pinus_edulis,N,9,,15.65764705,,7,0.38,18.6744043,0.393333333,510.54,1.633516914
Arctostaphylos_uva-ursi,N,2.630952381,,8.315942217,,99,0.434113333,92.44859664,,49.23666662,1.631273668
Aristida_condensata,N,1,504.3605075,33.67809488,,99,0.905329227,326.0063878,,677.4959334,1.615821095
Aristida_spiciformis,N,1.125,504.3605075,33.67809488,,99,0.905329227,326.0063878,,677.4959334,1.615821095
Juncus_drummondii,N,1.777777778,,4.38854882,,99,0.4299,61.12684321,,,1.603542251
Setaria_pumila,I,1.75,487.0692903,29.90232206,,59,0.17474,432.3564446,,,1.583266158
Quercus_chapmanii,N,9.583333333,,24.42087408,,99,0.726397019,107.1582224,,,1.572935504
Ledum_palustre,N,6.49514157,449.7999999,10.725,48.63249995,35,0.479976191,10.08675,0.37,14.29791668,1.570128318
Juniperus_osteosperma,N,41,,,,99,,27.52103154,,,1.560821136
Vitis_vulpina,N,1,,,,99,0.702156667,20.26431608,,275.6916001,1.560122808
Carex_bigelowii,N,2.567155612,431.9,10.03343947,25.22666669,6,0.1203,543.9324199,0.583750001,26,1.524269852
Rhus_copallinum,N,3.93125,,28.35226486,,99,2.766332032,,,95.13999998,1.513121322
Rhododendron_maximum,N,21.42857143,,23.74878698,,99,0.486448024,12.02099739,,,1.511509304
Picea_glauca,N,7.541666667,,16.994234,,69,0.23,39,0.248933333,53.05724311,1.496091373
Erysimum_capitatum,N,0.5,501.1904765,,40.56117065,99,0.280603131,462.5487902,,18.66666665,1.494698187
Anemone_quinquefolia,N,2.755555556,,,,99,1.578881934,623.972878,,,1.494479737
Carex_magellanica,N,1.083333333,506.4519512,28.92315027,,2,0.1363,568.7991488,,129.994659,1.493631666
Sida_acuta,N,4.666666667,429.3999999,8.850000006,48.51977397,99,0.408,19.08999998,,,1.473218732
Anemone_berlandieri,N,0.5,,,,99,1.554476869,615.0849038,,,1.463862698
Aristida_ternipes,N,1.333333333,505.6566353,31.51160969,,99,0.888113767,327.9397269,0.73630182,30.30000003,1.457943592
Erigeron_peregrinus,N,2.583333333,390.2665868,10.84197489,51.66446592,99,0.274776352,54.68264992,0.611254945,28.29896578,1.442112196
Erigeron_simplex,N,1.486111111,390.2665868,10.84197489,51.66446592,99,0.274776352,54.68264992,0.611254945,28.29896578,1.442112196
Phlox_stolonifera,N,1,,,,99,1.172622212,,,,1.438769678
